jobid,exename,numnodes,numcpus,numtasks,executiontime,start,end,power,memory,appname,taskspercpu,taskspernode,user
215,vasp_std,1,256,64,4177,2020-12-03T03:33:21,2020-12-03T04:42:58,289.492,38823000,vasp,0.25,64,user_4
216,vasp_std,1,256,64,1399,2020-12-03T03:33:21,2020-12-03T03:56:40,284.563,49967900,vasp,0.25,64,user_4
217,vasp_std,1,256,64,1675,2020-12-03T03:33:21,2020-12-03T04:01:16,293.557,49266100,vasp,0.25,64,user_4
218,vasp_std,1,256,64,6041,2020-12-03T03:36:01,2020-12-03T05:16:42,283.248,47388000,vasp,0.25,64,user_4
219,vasp_std,1,256,64,9636,2020-12-03T03:36:01,2020-12-03T06:16:37,283.778,38948200,vasp,0.25,64,user_4
220,vasp_std,1,256,64,12569,2020-12-03T03:36:01,2020-12-03T07:05:30,273.11,39438500,vasp,0.25,64,user_4
221,vasp_std,1,256,64,1271,2020-12-03T03:41:06,2020-12-03T04:02:17,280.146,36974200,vasp,0.25,64,user_4
222,vasp_std,1,256,64,4897,2020-12-03T03:41:06,2020-12-03T05:02:43,284.068,36927700,vasp,0.25,64,user_4
223,vasp_std,1,256,64,7767,2020-12-03T03:41:06,2020-12-03T05:50:33,279.011,36590600,vasp,0.25,64,user_4
224,vasp_std,1,256,64,2805,2020-12-03T03:41:06,2020-12-03T04:27:51,276.644,36993500,vasp,0.25,64,user_4
225,vasp_std,1,256,64,3555,2020-12-03T03:41:06,2020-12-03T04:40:21,279.946,36761800,vasp,0.25,64,user_4
226,vasp_std,1,256,64,3083,2020-12-03T03:41:06,2020-12-03T04:32:29,285.081,37303600,vasp,0.25,64,user_4
227,vasp_std,1,256,64,5783,2020-12-03T03:45:58,2020-12-03T05:22:21,286.392,35950400,vasp,0.25,64,user_4
228,vasp_std,1,256,64,726,2020-12-03T03:45:58,2020-12-03T03:58:04,278.49,37047400,vasp,0.25,64,user_4
229,vasp_std,1,256,64,4865,2020-12-03T03:45:58,2020-12-03T05:07:03,289.047,37594500,vasp,0.25,64,user_4
230,vasp_std,1,256,64,5056,2020-12-03T03:45:58,2020-12-03T05:10:14,287.489,38168000,vasp,0.25,64,user_4
231,vasp_std,1,256,64,3743,2020-12-03T03:45:58,2020-12-03T04:48:21,291.251,43031300,vasp,0.25,64,user_4
232,vasp_std,1,256,64,647,2020-12-03T03:45:58,2020-12-03T03:56:45,281.946,42519500,vasp,0.25,64,user_4
233,vasp_std,1,256,64,1868,2020-12-03T03:45:58,2020-12-03T04:17:06,286.913,44207800,vasp,0.25,64,user_4
234,vasp_std,1,256,64,4567,2020-12-03T03:45:58,2020-12-03T05:02:05,284.32,38315700,vasp,0.25,64,user_4
235,vasp_std,1,256,64,748,2020-12-03T03:48:19,2020-12-03T04:00:47,275.13,37287500,vasp,0.25,64,user_4
236,vasp_std,1,256,64,4067,2020-12-03T03:48:19,2020-12-03T04:56:06,280.837,39414900,vasp,0.25,64,user_4
237,vasp_std,1,256,64,654,2020-12-03T03:48:19,2020-12-03T03:59:13,284.189,36582000,vasp,0.25,64,user_4
238,vasp_std,1,256,64,968,2020-12-03T03:48:19,2020-12-03T04:04:27,290.628,45457300,vasp,0.25,64,user_4
239,vasp_std,1,256,64,4859,2020-12-03T03:48:19,2020-12-03T05:09:18,284.671,50019000,vasp,0.25,64,user_4
240,vasp_std,1,256,64,683,2020-12-03T03:48:19,2020-12-03T03:59:42,285.194,49157300,vasp,0.25,64,user_4
241,vasp_std,1,256,64,754,2020-12-03T03:48:19,2020-12-03T04:00:53,281.656,36521600,vasp,0.25,64,user_4
242,vasp_std,1,256,64,2106,2020-12-03T09:20:34,2020-12-03T09:55:40,287.988,33349900,vasp,0.25,64,user_4
243,vasp_std,1,256,64,2894,2020-12-03T09:20:34,2020-12-03T10:08:48,287.452,38760300,vasp,0.25,64,user_4
244,vasp_std,1,256,64,1723,2020-12-03T09:23:21,2020-12-03T09:52:04,275.467,36430400,vasp,0.25,64,user_4
245,vasp_std,1,256,64,3076,2020-12-03T09:23:21,2020-12-03T10:14:37,289.049,36671600,vasp,0.25,64,user_4
246,vasp_std,1,256,64,702,2020-12-03T09:23:21,2020-12-03T09:35:03,279.38,34998000,vasp,0.25,64,user_4
247,vasp_std,1,256,64,2630,2020-12-03T09:23:21,2020-12-03T10:07:11,287.665,38365300,vasp,0.25,64,user_4
248,vasp_std,1,256,64,742,2020-12-03T09:23:21,2020-12-03T09:35:43,271.348,36583700,vasp,0.25,64,user_4
249,vasp_std,1,256,64,3368,2020-12-03T09:23:21,2020-12-03T10:19:29,284.534,36774000,vasp,0.25,64,user_4
250,vasp_std,1,256,64,1365,2020-12-03T09:23:21,2020-12-03T09:46:06,289.238,36465500,vasp,0.25,64,user_4
251,vasp_std,1,256,64,5709,2020-12-03T09:23:21,2020-12-03T10:58:30,284.073,39866900,vasp,0.25,64,user_4
252,vasp_std,1,256,64,4277,2020-12-03T09:23:21,2020-12-03T10:34:38,292.973,42923400,vasp,0.25,64,user_4
253,vasp_std,1,256,64,1150,2020-12-03T09:23:21,2020-12-03T09:42:31,283.503,43000100,vasp,0.25,64,user_4
254,vasp_std,1,256,64,2161,2020-12-03T09:23:21,2020-12-03T09:59:22,286.814,36441900,vasp,0.25,64,user_4
255,vasp_std,1,256,64,2294,2020-12-03T09:23:21,2020-12-03T10:01:35,291.47,43325300,vasp,0.25,64,user_4
256,vasp_std,1,256,64,4408,2020-12-03T09:23:21,2020-12-03T10:36:49,281.049,39468600,vasp,0.25,64,user_4
257,vasp_std,1,256,64,1013,2020-12-03T09:23:21,2020-12-03T09:40:14,276.15,39128100,vasp,0.25,64,user_4
258,vasp_std,1,256,64,882,2020-12-03T09:23:21,2020-12-03T09:38:03,281.088,40090800,vasp,0.25,64,user_4
259,vasp_std,1,256,64,5461,2020-12-03T09:23:21,2020-12-03T10:54:22,287.128,39007700,vasp,0.25,64,user_4
260,vasp_std,1,256,64,825,2020-12-03T09:23:21,2020-12-03T09:37:06,278.254,42288400,vasp,0.25,64,user_4
261,vasp_std,1,256,64,3767,2020-12-03T09:23:21,2020-12-03T10:26:08,283.722,39625700,vasp,0.25,64,user_4
262,vasp_std,1,256,64,889,2020-12-03T09:23:21,2020-12-03T09:38:10,275.848,51927300,vasp,0.25,64,user_4
263,vasp_std,1,256,64,849,2020-12-03T09:23:21,2020-12-03T09:37:30,281.159,51713600,vasp,0.25,64,user_4
264,vasp_std,1,256,64,2624,2020-12-03T09:23:21,2020-12-03T10:07:05,289.1,53283900,vasp,0.25,64,user_4
265,vasp_std,1,256,64,678,2020-12-03T09:23:21,2020-12-03T09:34:39,279.315,37659500,vasp,0.25,64,user_4
266,vasp_std,1,256,64,810,2020-12-03T09:23:21,2020-12-03T09:36:51,282.394,37887200,vasp,0.25,64,user_4
267,vasp_std,1,256,64,770,2020-12-03T09:23:21,2020-12-03T09:36:11,281.203,38474800,vasp,0.25,64,user_4
268,vasp_std,1,256,64,742,2020-12-03T09:23:21,2020-12-03T09:35:43,273.581,39930600,vasp,0.25,64,user_4
269,vasp_std,1,256,64,10574,2020-12-03T09:23:21,2020-12-03T12:19:35,283.597,39644900,vasp,0.25,64,user_4
270,vasp_std,1,256,64,6031,2020-12-03T09:23:21,2020-12-03T11:03:52,292.13,39438600,vasp,0.25,64,user_4
271,vasp_std,1,256,64,3441,2020-12-03T09:23:21,2020-12-03T10:20:42,282.465,53600300,vasp,0.25,64,user_4
272,vasp_std,1,256,64,12412,2020-12-03T09:23:21,2020-12-03T12:50:13,280.36,39359100,vasp,0.25,64,user_4
273,vasp_std,1,256,64,1738,2020-12-03T09:23:21,2020-12-03T09:52:19,285.422,40591000,vasp,0.25,64,user_4
274,vasp_std,1,256,64,1698,2020-12-03T09:23:21,2020-12-03T09:51:39,287.46,38743100,vasp,0.25,64,user_4
275,vasp_std,1,256,64,3230,2020-12-03T09:23:21,2020-12-03T10:17:11,278.188,39170700,vasp,0.25,64,user_4
276,vasp_std,1,256,64,2969,2020-12-03T09:23:21,2020-12-03T10:12:50,281.084,39628000,vasp,0.25,64,user_4
277,vasp_std,1,256,64,1661,2020-12-03T09:23:21,2020-12-03T09:51:02,281.247,39385400,vasp,0.25,64,user_4
278,vasp_std,1,256,64,1147,2020-12-03T09:23:21,2020-12-03T09:42:28,281.768,38963500,vasp,0.25,64,user_4
279,vasp_std,1,256,64,1531,2020-12-03T09:23:21,2020-12-03T09:48:52,280.564,45666400,vasp,0.25,64,user_4
280,vasp_std,1,256,64,774,2020-12-03T09:23:21,2020-12-03T09:36:15,276.595,44379200,vasp,0.25,64,user_4
281,vasp_std,1,256,64,2649,2020-12-03T09:23:21,2020-12-03T10:07:30,293.429,39523100,vasp,0.25,64,user_4
282,vasp_std,1,256,64,1846,2020-12-03T09:23:21,2020-12-03T09:54:07,280.684,41314600,vasp,0.25,64,user_4
283,vasp_std,1,256,64,1445,2020-12-03T09:23:21,2020-12-03T09:47:26,274.485,33104200,vasp,0.25,64,user_4
284,vasp_std,1,256,64,6108,2020-12-03T09:23:21,2020-12-03T11:05:09,284.742,33767300,vasp,0.25,64,user_4
285,vasp_std,1,256,64,770,2020-12-03T09:23:21,2020-12-03T09:36:11,286.752,44297600,vasp,0.25,64,user_4
286,vasp_std,1,256,64,2656,2020-12-03T09:23:21,2020-12-03T10:07:37,281.766,34685300,vasp,0.25,64,user_4
287,vasp_std,1,256,64,751,2020-12-03T09:23:21,2020-12-03T09:35:52,281.478,43238800,vasp,0.25,64,user_4
288,vasp_std,1,256,64,2571,2020-12-03T09:23:21,2020-12-03T10:06:12,277.373,32977100,vasp,0.25,64,user_4
289,vasp_std,1,256,64,3084,2020-12-03T09:23:21,2020-12-03T10:14:45,283.563,48125800,vasp,0.25,64,user_4
290,vasp_std,1,256,64,1584,2020-12-03T09:23:21,2020-12-03T09:49:45,281.556,44744700,vasp,0.25,64,user_4
291,vasp_std,1,256,64,3787,2020-12-03T09:23:21,2020-12-03T10:26:28,282.096,45507200,vasp,0.25,64,user_4
292,vasp_std,1,256,64,1440,2020-12-03T09:23:21,2020-12-03T09:47:21,285.681,45350000,vasp,0.25,64,user_4
293,vasp_std,1,256,64,2438,2020-12-03T09:23:21,2020-12-03T10:03:59,281.555,32971700,vasp,0.25,64,user_4
294,vasp_std,1,256,64,2856,2020-12-03T09:51:20,2020-12-03T10:38:56,277.666,33761900,vasp,0.25,64,user_4
295,vasp_std,1,256,64,3502,2020-12-03T09:51:20,2020-12-03T10:49:42,290.298,33847200,vasp,0.25,64,user_4
296,vasp_std,1,256,64,1796,2020-12-03T09:51:20,2020-12-03T10:21:16,277.947,33264100,vasp,0.25,64,user_4
297,vasp_std,1,256,64,10796,2020-12-03T12:10:14,2020-12-03T15:10:10,289.012,33687500,vasp,0.25,64,user_4
298,vasp_std,1,256,64,2742,2020-12-03T12:10:14,2020-12-03T12:55:56,281.237,34610700,vasp,0.25,64,user_4
299,vasp_std,1,256,64,2454,2020-12-03T12:10:14,2020-12-03T12:51:08,266.46,33873600,vasp,0.25,64,user_4
300,vasp_std,1,256,64,1706,2020-12-03T12:13:25,2020-12-03T12:41:51,283.906,34377000,vasp,0.25,64,user_4
301,vasp_std,1,256,64,3936,2020-12-03T12:19:29,2020-12-03T13:25:05,289.995,35159000,vasp,0.25,64,user_4
302,vasp_std,1,256,64,995,2020-12-03T12:19:29,2020-12-03T12:36:04,279.41,39444100,vasp,0.25,64,user_4
303,vasp_std,1,256,64,1407,2020-12-03T12:19:29,2020-12-03T12:42:56,281.757,39875700,vasp,0.25,64,user_4
304,vasp_std,1,256,64,905,2020-12-03T12:19:29,2020-12-03T12:34:34,286.053,34452900,vasp,0.25,64,user_4
305,vasp_std,1,256,64,7400,2020-12-03T12:19:29,2020-12-03T14:22:49,284.123,34164800,vasp,0.25,64,user_4
306,vasp_std,1,256,64,13900,2020-12-03T12:22:04,2020-12-03T16:13:44,290.895,53600900,vasp,0.25,64,user_4
307,vasp_std,1,256,64,1487,2020-12-03T12:29:38,2020-12-03T12:54:25,282.605,39930400,vasp,0.25,64,user_4
308,vasp_std,1,256,64,2743,2020-12-03T12:29:38,2020-12-03T13:15:21,294.806,42802100,vasp,0.25,64,user_4
309,vasp_std,1,256,64,1577,2020-12-03T12:32:37,2020-12-03T12:58:54,285.377,58665900,vasp,0.25,64,user_4
310,vasp_std,1,256,64,4837,2020-12-03T12:32:37,2020-12-03T13:53:14,291.123,58641500,vasp,0.25,64,user_4
311,vasp_std,1,256,64,1234,2020-12-03T12:44:50,2020-12-03T13:05:24,287.083,58054300,vasp,0.25,64,user_4
312,vasp_std,1,256,64,3415,2020-12-03T12:44:50,2020-12-03T13:41:45,281.637,59460600,vasp,0.25,64,user_4
313,vasp_std,1,256,64,13891,2020-12-03T15:51:41,2020-12-03T19:43:12,282.593,53806600,vasp,0.25,64,user_4
314,vasp_std,1,256,64,9750,2020-12-03T19:20:36,2020-12-03T22:03:06,278.126,53531600,vasp,0.25,64,user_4
315,vasp_std,1,256,64,15682,2020-12-03T19:24:04,2020-12-03T23:45:26,294.273,53783100,vasp,0.25,64,user_4
316,vasp_std,1,256,64,1312,2020-12-03T20:06:28,2020-12-03T20:28:20,279.308,59234400,vasp,0.25,64,user_4
317,vasp_std,1,256,64,9358,2020-12-03T20:30:23,2020-12-03T23:06:21,295.274,53620800,vasp,0.25,64,user_4
318,vasp_std,1,256,64,15495,2020-12-03T20:30:23,2020-12-04T00:48:38,288.537,53571000,vasp,0.25,64,user_4
319,vasp_std,1,256,64,8469,2020-12-03T20:36:13,2020-12-03T22:57:22,286.852,53464500,vasp,0.25,64,user_4
320,vasp_std,1,256,64,4625,2020-12-03T20:41:55,2020-12-03T21:59:00,278.774,57611700,vasp,0.25,64,user_4
321,vasp_std,1,256,64,2523,2020-12-03T20:41:55,2020-12-03T21:23:58,287.858,58268200,vasp,0.25,64,user_4
322,vasp_std,1,256,64,992,2020-12-03T20:41:56,2020-12-03T20:58:28,276.337,35364900,vasp,0.25,64,user_4
323,vasp_std,1,256,64,4761,2020-12-03T20:41:55,2020-12-03T22:01:16,291.364,57922000,vasp,0.25,64,user_4
324,vasp_std,1,256,64,4882,2020-12-03T20:41:55,2020-12-03T22:03:17,293.889,37413000,vasp,0.25,64,user_4
325,vasp_std,1,256,64,1580,2020-12-03T20:41:55,2020-12-03T21:08:15,284.404,58666500,vasp,0.25,64,user_4
326,vasp_std,1,256,64,8331,2020-12-03T20:41:55,2020-12-03T23:00:46,294.92,58794000,vasp,0.25,64,user_4
327,vasp_std,1,256,64,1816,2020-12-03T20:41:55,2020-12-03T21:12:11,281.603,37096600,vasp,0.25,64,user_4
328,vasp_std,1,256,64,1032,2020-12-03T20:41:55,2020-12-03T20:59:07,289.835,49809900,vasp,0.25,64,user_4
329,vasp_std,1,256,64,1003,2020-12-03T20:41:56,2020-12-03T20:58:39,285.62,36446000,vasp,0.25,64,user_4
330,vasp_std,1,256,64,1219,2020-12-03T20:41:55,2020-12-03T21:02:14,281.433,57554900,vasp,0.25,64,user_4
331,vasp_std,1,256,64,3122,2020-12-03T20:41:55,2020-12-03T21:33:57,289.005,58638900,vasp,0.25,64,user_4
332,vasp_std,1,256,64,1849,2020-12-03T20:41:55,2020-12-03T21:12:44,292.735,58977600,vasp,0.25,64,user_4
333,vasp_std,1,256,64,6977,2020-12-03T20:41:55,2020-12-03T22:38:12,287.694,59824300,vasp,0.25,64,user_4
334,vasp_std,1,256,64,4002,2020-12-03T20:41:55,2020-12-03T21:48:37,280.04,37607700,vasp,0.25,64,user_4
335,vasp_std,1,256,64,6805,2020-12-03T20:41:55,2020-12-03T22:35:20,284.81,51096700,vasp,0.25,64,user_4
336,vasp_std,1,256,64,6948,2020-12-03T20:41:55,2020-12-03T22:37:43,285.638,50973800,vasp,0.25,64,user_4
337,vasp_std,1,256,64,8798,2020-12-03T20:41:55,2020-12-03T23:08:33,285.293,59438500,vasp,0.25,64,user_4
338,vasp_std,1,256,64,1166,2020-12-03T20:41:56,2020-12-03T21:01:22,285.044,36655400,vasp,0.25,64,user_4
339,vasp_std,1,256,64,1546,2020-12-03T20:41:55,2020-12-03T21:07:41,278.954,59516200,vasp,0.25,64,user_4
340,vasp_std,1,256,64,11791,2020-12-03T20:41:55,2020-12-03T23:58:26,283.477,58254200,vasp,0.25,64,user_4
341,vasp_std,1,256,64,1164,2020-12-03T20:41:56,2020-12-03T21:01:20,278.512,35334800,vasp,0.25,64,user_4
342,vasp_std,1,256,64,5008,2020-12-03T20:41:55,2020-12-03T22:05:23,286.239,57625300,vasp,0.25,64,user_4
343,vasp_std,1,256,64,12367,2020-12-03T20:41:55,2020-12-04T00:08:02,285.07,60409200,vasp,0.25,64,user_4
344,vasp_std,1,256,64,923,2020-12-03T20:41:56,2020-12-03T20:57:19,270.172,35990900,vasp,0.25,64,user_4
345,vasp_std,1,256,64,3390,2020-12-03T20:41:56,2020-12-03T21:38:26,288.269,38091000,vasp,0.25,64,user_4
346,vasp_std,1,256,64,6856,2020-12-03T20:41:56,2020-12-03T22:36:12,290.39,38059900,vasp,0.25,64,user_4
347,vasp_std,1,256,64,1853,2020-12-03T20:41:56,2020-12-03T21:12:49,280.32,39424300,vasp,0.25,64,user_4
348,vasp_std,1,256,64,2374,2020-12-03T20:41:55,2020-12-03T21:21:29,283.451,37285000,vasp,0.25,64,user_4
349,vasp_std,1,256,64,946,2020-12-03T20:41:56,2020-12-03T20:57:42,278.621,36025700,vasp,0.25,64,user_4
350,vasp_std,1,256,64,911,2020-12-03T20:41:56,2020-12-03T20:57:07,281.543,36813000,vasp,0.25,64,user_4
351,vasp_std,1,256,64,5981,2020-12-03T20:41:56,2020-12-03T22:21:37,290.839,43882800,vasp,0.25,64,user_4
352,vasp_std,1,256,64,2559,2020-12-03T20:41:56,2020-12-03T21:24:35,285.462,43573000,vasp,0.25,64,user_4
353,vasp_std,1,256,64,2284,2020-12-03T20:41:56,2020-12-03T21:20:00,288.705,37176300,vasp,0.25,64,user_4
354,vasp_std,1,256,64,3243,2020-12-03T20:41:55,2020-12-03T21:35:58,287.789,57924200,vasp,0.25,64,user_4
355,vasp_std,1,256,64,609,2020-12-03T20:41:56,2020-12-03T20:52:05,272.621,47422300,vasp,0.25,64,user_4
356,vasp_std,1,256,64,4286,2020-12-03T20:41:56,2020-12-03T21:53:22,280.05,40867000,vasp,0.25,64,user_4
357,vasp_std,1,256,64,3176,2020-12-03T20:41:56,2020-12-03T21:34:52,278.185,40590300,vasp,0.25,64,user_4
358,vasp_std,1,256,64,9228,2020-12-03T20:41:55,2020-12-03T23:15:43,291.759,59220800,vasp,0.25,64,user_4
359,vasp_std,1,256,64,1204,2020-12-03T20:41:56,2020-12-03T21:02:00,283.302,47164600,vasp,0.25,64,user_4
360,vasp_std,1,256,64,1199,2020-12-03T20:41:56,2020-12-03T21:01:55,281.748,46726200,vasp,0.25,64,user_4
361,vasp_std,1,256,64,6513,2020-12-03T20:41:56,2020-12-03T22:30:29,288.232,47119600,vasp,0.25,64,user_4
362,vasp_std,1,256,64,3455,2020-12-03T20:58:58,2020-12-03T21:56:33,286.349,42736800,vasp,0.25,64,user_4
363,vasp_std,1,256,64,3254,2020-12-03T20:58:58,2020-12-03T21:53:12,273.544,41697500,vasp,0.25,64,user_4
364,vasp_std,1,256,64,2011,2020-12-03T20:58:58,2020-12-03T21:32:29,287.42,41668700,vasp,0.25,64,user_4
365,vasp_std,1,256,64,815,2020-12-03T20:58:58,2020-12-03T21:12:33,279.377,40410600,vasp,0.25,64,user_4
366,vasp_std,1,256,64,606,2020-12-03T20:58:58,2020-12-03T21:09:04,260.673,41564400,vasp,0.25,64,user_4
367,vasp_std,1,256,64,3251,2020-12-03T20:58:58,2020-12-03T21:53:09,286.612,42085600,vasp,0.25,64,user_4
368,vasp_std,1,256,64,1338,2020-12-03T20:58:58,2020-12-03T21:21:16,278.981,42546700,vasp,0.25,64,user_4
369,vasp_std,1,256,64,3747,2020-12-03T20:58:58,2020-12-03T22:01:25,281.023,41876200,vasp,0.25,64,user_4
370,vasp_std,1,256,64,4368,2020-12-03T20:58:58,2020-12-03T22:11:46,280.895,41515100,vasp,0.25,64,user_4
371,vasp_std,1,256,64,961,2020-12-03T21:01:50,2020-12-03T21:17:51,285.563,40639200,vasp,0.25,64,user_4
372,vasp_std,1,256,64,1352,2020-12-03T21:01:50,2020-12-03T21:24:22,287.698,48671300,vasp,0.25,64,user_4
373,vasp_std,1,256,64,658,2020-12-03T21:01:50,2020-12-03T21:12:48,283.29,47764700,vasp,0.25,64,user_4
374,vasp_std,1,256,64,1690,2020-12-03T21:01:50,2020-12-03T21:30:00,287.647,39933700,vasp,0.25,64,user_4
375,vasp_std,1,256,64,711,2020-12-03T21:01:50,2020-12-03T21:13:41,286.534,47162800,vasp,0.25,64,user_4
376,vasp_std,1,256,64,2513,2020-12-03T21:01:50,2020-12-03T21:43:43,269.872,40318400,vasp,0.25,64,user_4
377,vasp_std,1,256,64,2568,2020-12-03T21:01:50,2020-12-03T21:44:38,274.891,40501900,vasp,0.25,64,user_4
378,vasp_std,1,256,64,871,2020-12-03T21:01:50,2020-12-03T21:16:21,277.918,39886300,vasp,0.25,64,user_4
379,vasp_std,1,256,64,725,2020-12-03T21:04:35,2020-12-03T21:16:40,280.234,41790300,vasp,0.25,64,user_4
380,vasp_std,1,256,64,652,2020-12-03T21:04:35,2020-12-03T21:15:27,276.515,40433600,vasp,0.25,64,user_4
381,vasp_std,1,256,64,1791,2020-12-03T21:04:35,2020-12-03T21:34:26,277.483,42057100,vasp,0.25,64,user_4
382,vasp_std,1,256,64,810,2020-12-03T21:04:35,2020-12-03T21:18:05,284.643,41824200,vasp,0.25,64,user_4
383,vasp_std,1,256,64,839,2020-12-03T21:07:19,2020-12-03T21:21:18,285.494,41438200,vasp,0.25,64,user_4
384,vasp_std,1,256,64,1124,2020-12-03T21:07:19,2020-12-03T21:26:03,281.662,42232700,vasp,0.25,64,user_4
385,vasp_std,1,256,64,847,2020-12-03T21:07:19,2020-12-03T21:21:26,281.713,50940000,vasp,0.25,64,user_4
386,vasp_std,1,256,64,1434,2020-12-03T21:07:19,2020-12-03T21:31:13,281.624,51438200,vasp,0.25,64,user_4
387,vasp_std,1,256,64,2305,2020-12-03T21:07:19,2020-12-03T21:45:44,290.454,51845100,vasp,0.25,64,user_4
388,vasp_std,1,256,64,1269,2020-12-03T21:07:19,2020-12-03T21:28:28,281.269,51221700,vasp,0.25,64,user_4
389,vasp_std,1,256,64,5162,2020-12-03T21:07:19,2020-12-03T22:33:21,279.373,44664700,vasp,0.25,64,user_4
390,vasp_std,1,256,64,5087,2020-12-03T21:07:19,2020-12-03T22:32:06,282.641,44009700,vasp,0.25,64,user_4
391,vasp_std,1,256,64,1002,2020-12-03T21:07:19,2020-12-03T21:24:01,283.178,45421800,vasp,0.25,64,user_4
392,vasp_std,1,256,64,5815,2020-12-03T21:07:19,2020-12-03T22:44:14,280.733,44573000,vasp,0.25,64,user_4
393,vasp_std,1,256,64,3647,2020-12-03T21:07:19,2020-12-03T22:08:06,285.002,45030000,vasp,0.25,64,user_4
394,vasp_std,1,256,64,1523,2020-12-03T21:07:19,2020-12-03T21:32:42,279.877,46872300,vasp,0.25,64,user_4
395,vasp_std,1,256,64,741,2020-12-03T21:07:20,2020-12-03T21:19:41,284.097,44189200,vasp,0.25,64,user_4
396,vasp_std,1,256,64,2744,2020-12-03T21:07:20,2020-12-03T21:53:04,286.086,44870800,vasp,0.25,64,user_4
397,vasp_std,1,256,64,3656,2020-12-03T21:07:19,2020-12-03T22:08:15,295.848,44163700,vasp,0.25,64,user_4
398,vasp_std,1,256,64,3248,2020-12-03T21:07:19,2020-12-03T22:01:27,278.137,45055600,vasp,0.25,64,user_4
399,vasp_std,1,256,64,4162,2020-12-03T21:07:20,2020-12-03T22:16:42,286.569,45080400,vasp,0.25,64,user_4
400,vasp_std,1,256,64,5046,2020-12-03T21:07:20,2020-12-03T22:31:26,290.434,45083800,vasp,0.25,64,user_4
401,vasp_std,1,256,64,3447,2020-12-03T21:07:19,2020-12-03T22:04:46,284.098,44280300,vasp,0.25,64,user_4
402,vasp_std,1,256,64,1423,2020-12-03T21:07:19,2020-12-03T21:31:02,290.696,45546500,vasp,0.25,64,user_4
403,vasp_std,1,256,64,2003,2020-12-03T21:07:19,2020-12-03T21:40:42,287.079,44526500,vasp,0.25,64,user_4
404,vasp_std,1,256,64,775,2020-12-03T21:07:19,2020-12-03T21:20:14,270.285,43413100,vasp,0.25,64,user_4
405,vasp_std,1,256,64,842,2020-12-03T21:07:19,2020-12-03T21:21:21,279.076,42863300,vasp,0.25,64,user_4
406,vasp_std,1,256,64,2017,2020-12-03T21:07:19,2020-12-03T21:40:56,281.035,44598400,vasp,0.25,64,user_4
407,vasp_std,1,256,64,1183,2020-12-03T21:07:19,2020-12-03T21:27:02,271.597,40714100,vasp,0.25,64,user_4
408,vasp_std,1,256,64,674,2020-12-03T21:07:19,2020-12-03T21:18:33,270.36,39514500,vasp,0.25,64,user_4
409,vasp_std,1,256,64,1057,2020-12-03T21:07:19,2020-12-03T21:24:56,277.685,42531700,vasp,0.25,64,user_4
410,vasp_std,1,256,64,1110,2020-12-03T21:07:19,2020-12-03T21:25:49,279.541,43837600,vasp,0.25,64,user_4
411,vasp_std,1,256,64,4625,2020-12-03T21:07:19,2020-12-03T22:24:24,289.394,44118100,vasp,0.25,64,user_4
412,vasp_std,1,256,64,11536,2020-12-03T21:09:56,2020-12-04T00:22:12,298.775,53710400,vasp,0.25,64,user_4
413,vasp_std,1,256,64,14331,2020-12-04T07:52:56,2020-12-04T11:51:47,292.805,53707000,vasp,0.25,64,user_4
414,vasp_std,1,256,64,1100,2020-12-04T11:56:54,2020-12-04T12:15:14,279.414,49938700,vasp,0.25,64,user_4
415,vasp_std,1,256,64,2778,2020-12-04T13:19:56,2020-12-04T14:06:14,263.45,39629700,vasp,0.25,64,user_4
416,vasp_std,1,256,64,1372,2020-12-04T13:19:57,2020-12-04T13:42:49,250.232,30571000,vasp,0.25,64,user_4
417,vasp_std,1,256,64,6077,2020-12-04T13:22:53,2020-12-04T15:04:10,283.561,39974200,vasp,0.25,64,user_4
418,vasp_std,1,256,64,3903,2020-12-04T13:22:53,2020-12-04T14:27:56,287.304,45463600,vasp,0.25,64,user_4
419,vasp_std,1,256,64,5596,2020-12-04T13:22:53,2020-12-04T14:56:09,288.784,39952500,vasp,0.25,64,user_4
420,vasp_std,1,256,64,5879,2020-12-04T13:22:53,2020-12-04T15:00:52,281.587,39980600,vasp,0.25,64,user_4
421,vasp_std,1,256,64,3705,2020-12-04T13:22:53,2020-12-04T14:24:38,290.422,35216300,vasp,0.25,64,user_4
422,vasp_std,1,256,64,6138,2020-12-04T13:22:53,2020-12-04T15:05:11,283.311,39763800,vasp,0.25,64,user_4
423,vasp_std,1,256,64,3747,2020-12-04T13:22:53,2020-12-04T14:25:20,280.654,39809100,vasp,0.25,64,user_4
424,vasp_std,1,256,64,3933,2020-12-04T13:22:53,2020-12-04T14:28:26,284.088,41874900,vasp,0.25,64,user_4
425,vasp_std,1,256,64,4111,2020-12-04T13:22:53,2020-12-04T14:31:24,286.727,39745600,vasp,0.25,64,user_4
426,vasp_std,1,256,64,3887,2020-12-04T13:22:53,2020-12-04T14:27:40,288.546,39675500,vasp,0.25,64,user_4
427,vasp_std,1,256,64,11785,2020-12-04T13:22:53,2020-12-04T16:39:18,288.699,53683100,vasp,0.25,64,user_4
428,vasp_std,1,256,64,14207,2020-12-04T13:22:53,2020-12-04T17:19:40,281.349,53623900,vasp,0.25,64,user_4
429,vasp_std,1,256,64,14526,2020-12-04T13:22:53,2020-12-04T17:24:59,294.563,53817400,vasp,0.25,64,user_4
